"tramite_tipo","tramite_fecha","fecha_inscripcion_inicial","registro_seccional_codigo","registro_seccional_descripcion","registro_seccional_provincia","automotor_origen","automotor_anio_modelo","automotor_tipo_codigo","automotor_tipo_descripcion","automotor_marca_codigo","automotor_marca_descripcion","automotor_modelo_codigo","automotor_modelo_descripcion","automotor_uso_codigo","automotor_uso_descripcion","titular_tipo_persona","titular_domicilio_localidad","titular_domicilio_provincia","titular_genero","titular_anio_nacimiento","titular_pais_nacimiento","titular_porcentaje_titularidad","titular_domicilio_provincia_id","titular_pais_nacimiento_id"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-07","2006-01-17",21046,"VENADO TUERTO Nº 2","Santa Fe","Nacional","2006","28","ACOPLADO CARGA GENERAL","03","MONTENEGRO","08","APL3","1","Privado","Física","VENADO TUERTO","SANTA FE","No identificado","1984","ARGENTINA",100,"82","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-27","2013-03-14",13017,"MALARGÜE","Mendoza","Importado","2000","28","TRACTOR DE CARRETERA","120","SCANIA","367","124L 420","1","Privado","Jurídica","CIUDAD","MENDOZA","No aplica","2014","No aplica",100,"50",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-17","2006-06-06",4020,"VICUÑA MACKENNA","Córdoba","Protocolo 21","2006","28","TRACTOR DE CARRETERA","047","FORD","666","CARGO 1831","1","Privado","Física","ADELIA MARIA","CORDOBA","Femenino","1991","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-15","2008-02-06",21051,"RAFAELA Nº 3","Santa Fe","Protocolo 21","2008","28","TRACTOR DE CARRETERA","092","MERCEDES BENZ","759","LS-1634","1","Privado","Jurídica","RAFAELA","SANTA FE","No aplica","2003","No aplica",100,"82",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-27","2008-09-01",13017,"MALARGÜE","Mendoza","Protocolo 21","2008","28","TRACTOR DE CARRETERA","120","SCANIA","312","G380 A4X2","1","Privado","Jurídica","MALARGUE","MENDOZA","No aplica","2013","No aplica",100,"50",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-03","2004-03-24",1049,"LAS FLORES","Buenos Aires","Protocolo 21","2004","28","TRACTOR DE CARRETERA","136","VOLKSWAGEN","249","17220","1","Privado","Física","LAS FLORES","BUENOS AIRES","Masculino","1985","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-02","2007-01-26",24003,"RIO GRANDE Nº 2","Tierra del Fuego","Protocolo 21","2007","28","TRACTOR DE CARRETERA","137","VOLVO","392","FH12 460 4X2","1","Privado","Física","RIO GRANDE","T.DEL FUEGO","Femenino","1965","ARGENTINA",100,"94","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-16","2004-06-22",23003,"TUCUMAN Nº 2","Tucumán","Protocolo 21","2004","28","TRACTOR DE CARRETERA","047","FORD","410","CARGO 1730","1","Privado","Jurídica","LOS POCITOS - TAFI VIEJO","TUCUMAN","No aplica","2002","No aplica",100,"90",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-20","2007-04-13",11006,"GUATRACHE","La Pampa","Protocolo 21","2007","28","TRACTOR DE CARRETERA","112","RENAULT","583","PREMIUM 370P DCI","1","Privado","Física","MACACHIN","LA PAMPA","Masculino","1943","ARGENTINA",100,"42","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-23","2014-01-10",1078,"LA MATANZA Nº 01","Buenos Aires","Protocolo 21","2014","28","TRACTOR DE CARRETERA","136","VOLKSWAGEN","249","17220","1","Privado","Física","SAN JUSTO","BUENOS AIRES","Femenino","1971","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-29","2006-04-11",22001,"AÑATUYA","Santiago del Estero","Protocolo 21","2006","28","TRACTOR DE CARRETERA","092","MERCEDES BENZ","693","1938 S","1","Privado","Física","CUATRO BOCAS","SGO.DEL ESTERO","Masculino","1972","ARGENTINA",100,"86","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-02","2014-03-18",1092,"SAN NICOLAS Nº 1","Buenos Aires","Protocolo 21","2014","28","TRACTOR DE CARRETERA","136","VOLKSWAGEN","249","17220","1","Privado","Física","SAN NICOLAS","BUENOS AIRES","Masculino","1960","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-23","2007-12-26",23007,"TUCUMAN Nº 6","Tucumán","Protocolo 21","2007","28","TRACTOR DE CARRETERA","047","FORD","166","CARGO 1722","1","Privado","Física","SAN MIGUEL DE TUCUMAN","TUCUMAN","Masculino","1963","ARGENTINA",100,"90","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-29","2007-07-20",23001,"CONCEPCION","Tucumán","Protocolo 21","2007","28","TRACTOR DE CARRETERA","092","MERCEDES BENZ","759","LS-1634","1","Privado","Jurídica","AGUILARES","TUCUMAN","No aplica","2006","No aplica",100,"90",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-28","2007-08-21",4028,"RIO TERCERO Nº 1","Córdoba","Protocolo 21","2007","28","TRACTOR DE CARRETERA","047","FORD","749","CARGO 1832E","1","Privado","Física","CORRALITO","CORDOBA","Masculino","1987","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-31","1998-09-24",14005,"SAN IGNACIO","Misiones","Importado","1998","28","TRACTOR DE CARRETERA","137","VOLVO","073","FH 12","1","Privado","Física","JARDIN AMERICA","MISIONES","Masculino","1950","ARGENTINA",100,"54","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-07","2005-04-28",1144,"QUILMES Nº 3","Buenos Aires","Importado","2005","28","TRACTOR DE CARRETERA","092","MERCEDES BENZ","759","LS-1634","1","Privado","Jurídica","QUILMES","BUENOS AIRES","No aplica","2003","No aplica",100,"06",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-27","2004-09-22",7008,"PUERTO MADRYN Nº 2","Chubut","Protocolo 21","2004","28","TRACTOR DE CARRETERA","092","MERCEDES BENZ","759","LS-1634","1","Privado","Física","PUERTO MADRYN","CHUBUT","Femenino","1990","ARGENTINA",100,"26","ARG"
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-17","2006-03-01",4003,"BELL VILLE Nº 1","Córdoba","Protocolo 21","2006","28","TRACTOR DE CARRETERA","136","VOLKSWAGEN","249","17220","1","Privado","Física","BELL VILLE","CORDOBA","Femenino","1963","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-17","2006-03-01",4003,"BELL VILLE Nº 1","Córdoba","Protocolo 21","2006","28","TRACTOR DE CARRETERA","136","VOLKSWAGEN","249","17220","1","Privado","Física","BELL VILLE","CORDOBA","Femenino","1963","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-14","2001-08-02",1288,"MORENO Nº 5","Buenos Aires","Protocolo 21","2001","28","TRACTOR DE CARRETERA","092","MERCEDES BENZ","681","LS 1632","1","Privado","Física","MORENO","BUENOS AIRES","No identificado","1976","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-01","2008-02-01",8006,"DIAMANTE","Entre Ríos","Protocolo 21","2008","28","TRACTOR DE CARRETERA","047","FORD","745","CARGO 1722E","1","Privado","Física","DIAMANTE","ENTRE RIOS","No identificado","1961","ARGENTINA",100,"30","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-31","1998-09-24",14005,"SAN IGNACIO","Misiones","Importado","1998","28","TRACTOR DE CARRETERA","137","VOLVO","073","FH 12","1","Privado","Física","JARDIN AMERICA","MISIONES","Masculino","1950","ARGENTINA",100,"54","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-08","2007-08-01",4035,"CORDOBA Nº 05","Córdoba","Protocolo 21","2007","28","TRACTOR DE CARRETERA","092","MERCEDES BENZ","759","LS-1634","1","Privado","Física","Bº 1 DE MAYO - CAPITAL","CORDOBA","No identificado","1973","No identificado",100,"14",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-29","2007-08-24",8004,"CONCORDIA Nº 1","Entre Ríos","Protocolo 21","2007","28","TRACTOR DE CARRETERA","112","RENAULT","583","PREMIUM 370P DCI","1","Privado","Jurídica","CONCORDIA","ENTRE RIOS","No aplica","2014","No aplica",100,"30",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-16","2005-04-07",4081,"RIO CUARTO Nº 4","Córdoba","Protocolo 21","2005","28","TRACTOR DE CARRETERA","092","MERCEDES BENZ","759","LS-1634","1","Privado","Física","RIO CUARTO","CORDOBA","Masculino","1955","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-10","2006-03-15",14012,"SAN VICENTE","Misiones","Protocolo 21","2006","28","TRACTOR DE CARRETERA","092","MERCEDES BENZ","759","LS-1634","1","Privado","Física","EL SOBERBIO","MISIONES","Masculino","1975","ARGENTINA",100,"54","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-27","2007-04-26",7008,"PUERTO MADRYN Nº 2","Chubut","Protocolo 21","2007","28","TRACTOR DE CARRETERA","120","SCANIA","141","R114GA","1","Privado","Física","PUERTO MADRYN","CHUBUT","Femenino","1990","ARGENTINA",100,"26","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-10","1999-07-21",4033,"VILLA MARIA Nº 1","Córdoba","Protocolo 21","1999","28","TRACTOR DE CARRETERA","092","MERCEDES BENZ","281","LS1633","1","Privado","Jurídica","VILLA MARIA","CORDOBA","No aplica","2008","No aplica",100,"14",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-13","2006-08-22",14004,"POSADAS Nº 1","Misiones","Protocolo 21","2006","28","TRACTOR DE CARRETERA","092","MERCEDES BENZ","759","LS-1634","1","Privado","Jurídica","POSADAS","MISIONES","No aplica","1992","No aplica",100,"54",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-31","2008-09-18",1288,"MORENO Nº 5","Buenos Aires","Protocolo 21","2008","28","TRACTOR DE CARRETERA","092","MERCEDES BENZ","894","AXOR 2040 S","1","Privado","Física","PASO DEL REY","BUENOS AIRES","No identificado","1966","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-15","2007-06-28",14016,"ARISTOBULO DEL VALLE","Misiones","Protocolo 21","2007","28","TRACTOR DE CARRETERA","137","VOLVO","459","FH 400 4X2 T","1","Privado","Física","COLONIA AURORA","MISIONES","No identificado","1993","ARGENTINA",100,"54","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-15","2006-09-18",7006,"PUERTO MADRYN Nº 1","Chubut","Protocolo 21","2006","28","TRACTOR DE CARRETERA","047","FORD","666","CARGO 1831 2006","1","Privado","Física","PUERTO MADRYN","CHUBUT","Masculino","1968","ARGENTINA",100,"26","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-22","2005-10-18",2023,"CAPITAL FEDERAL Nº 023","Ciudad Autónoma de Bs.As.","Importado","2000","27","SEMIRREMOLQUE","A15","WABASH NATIONAL","002","DVCVHPC","2","Público","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1972","No aplica",100,"02",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-30","2004-12-01",19003,"SAN LUIS Nº 1","San Luis","Nacional","2004","27","SEMI-ACOPLADO","92","PINCEN","25","SCSD 15,5 2+1E","1","Privado","Jurídica","SAN LUIS","SAN LUIS","No aplica","2002","No aplica",100,"74",""
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-03","2011-05-09",4041,"CORDOBA Nº 09","Córdoba","Importado","2011","27","SEMIRREMOLQUE","111","RANDON","172","SR.CT.03","1","Privado","Jurídica","CAPITAL","CORDOBA","No aplica","2004","No aplica",100,"14",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-02","2006-08-07",13033,"MAIPÚ Nº 3","Mendoza","Importado","2006","27","SEMIRREMOLQUE","127","FANGIO","770","SRT3AL0058","1","Privado","Jurídica","MAIPU","MENDOZA","No aplica","2001","No aplica",100,"50",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-16","2012-03-26",8004,"CONCORDIA Nº 1","Entre Ríos","Nacional","2012","27","ACOPLADO","90","LAMBERT","06","A3PL","1","Privado","Física","VILLA ADELA","ENTRE RIOS","Femenino","1982","ARGENTINA",100,"30","ARG"
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-22","2011-05-30",4056,"CORDOBA Nº 15","Córdoba","Importado","2011","26","DESCAPOTABLE","104","PEUGEOT","617","207 CC 156 CV","1","Privado","Física","CORDOBA","CORDOBA","Masculino","1977","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-27","2020-06-09",19003,"SAN LUIS Nº 1","San Luis","Nacional","2020","26","CHASIS CON CABINA","29","MERCEDES BENZ","GJ","ACCELO 1016 / 39","1","Privado","Jurídica","CAPITAL","SAN LUIS","No aplica","2014","No aplica",100,"74",""
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-13","2011-04-25",10004,"SAN SALVADOR DE JUJUY Nº 2","Jujuy","Importado","2011","26","DESCAPOTABLE","092","MERCEDES BENZ","784","SLK 350 ROADSTER","1","Privado","Física","SAN SALVADOR DE JUJUY","JUJUY","No identificado","1978","ARGENTINA",100,"38","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-30","1978-11-24",4056,"CORDOBA Nº 15","Córdoba","Nacional","","26","CHASIS C/CABINA","19","FORD","18","FALCON VERSION RANCHERO","1","Privado","Física","CORDOBA","CORDOBA","Femenino","1980","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-01","1976-11-12",4054,"MARCOS JUAREZ Nº 2","Córdoba","Nacional","1976","26","CHASIS C/CABINA","29","MERCEDES BENZ","08","L 1114/48","1","Privado","Física","CRUZ ALTA","CORDOBA","No identificado","1965","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-02","1977-11-04",21027,"VENADO TUERTO Nº 1","Santa Fe","Nacional","1977","26","CHASIS C/CABINA","99","CHEVROLET","99","714","1","Privado","Física","VENADO TUERTO","SANTA FE","Masculino","1977","ARGENTINA",50,"82","ARG"
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-03","1969-11-26",1253,"LA PLATA Nº 13","Buenos Aires","Nacional","1969","26","CHASIS C/CABINA","15","DODGE","14","DP-200 128 STANDARD","1","Privado","Física","LA PLATA","BUENOS AIRES","Masculino","1960","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-08","1980-02-11",21036,"VILLA CAÑAS","Santa Fe","Nacional","1980","26","CHASIS C/CABINA","19","FORD","11","F-100","1","Privado","Jurídica","TEODELINA","SANTA FE","No aplica","2004","No aplica",100,"82",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-17","1972-12-12",16009,"VILLA REGINA","Río Negro","Nacional","1972","26","CHASIS C/CABINA","29","MERCEDES BENZ","09","MERCEDES LS 1114/36","1","Privado","Física","VILLA REGINA","RIO NEGRO","Masculino","1967","BOLIVIA",100,"62","BOL"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-20","2015-06-05",21007,"ESPERANZA Nº 1","Santa Fe","Nacional","2015","26","CHASIS CON CABINA","67","IVECO","20","170E22","1","Privado","Física","FELICIA","SANTA FE","Masculino","1950","ARGENTINA",100,"82","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-13","2022-09-19",21010,"LAS ROSAS","Santa Fe","Nacional","2022","26","CHASIS CON CABINA","68","TOYOTA","BX","HILUX 4X2 CC DX 2.4 TDI 6 MT","1","Privado","Jurídica","ARMSTRONG","SANTA FE","No aplica","2019","No aplica",100,"82",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-13","1987-01-23",4054,"MARCOS JUAREZ Nº 2","Córdoba","Nacional","1987","26","CHASIS C/CABINA","29","MERCEDES BENZ","19","LO 1114 4BFA","1","Privado","Física","MONTE BUEY","CORDOBA","Masculino","1984","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-06","1997-10-24",10007,"PERICO","Jujuy","Nacional","1997","26","UNIDAD TRACTORA","51","SAAB SCANIA","21","T113H 4X2 4254 DSC 360/320DS 310","1","Privado","Física","PERICO","JUJUY","Masculino","1986","ARGENTINA",100,"38","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-29","1996-01-08",8024,"PARANA Nº 3","Entre Ríos","Nacional","1996","26","CHASIS C/CABINA P/CAMION","29","MERCEDES BENZ","55","BM386 V 1633","1","Privado","Jurídica","PARANA","ENTRE RIOS","No aplica","1976","No aplica",100,"30",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-06","1970-05-06",21030,"FIRMAT","Santa Fe","Nacional","1970","26","CHASIS C/CABINA","99","MERCEDES BENZ","99","L 1114/48","1","Privado","Física","WHEELWRIGHT","SANTA FE","Masculino","1976","ARGENTINA",50,"82","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-29","1980-03-31",21030,"FIRMAT","Santa Fe","Nacional","1980","26","CHASIS C/CABINA","15","DODGE","21","DD-1000","1","Privado","Jurídica","HUGHES","SANTA FE","No aplica","2006","No aplica",100,"82",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-29","2008-04-01",4050,"RIO SEGUNDO Nº 2","Córdoba","Nacional","2008","26","CHASIS C/CABINA","67","IVECO","20","170E22","1","Privado","Física","SANTIAGO TEMPLE","CORDOBA","Masculino","1992","ARGENTINA",50,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-29","1984-10-22",21020,"SAN JORGE Nº 1","Santa Fe","Nacional","1984","26","CHASIS C/CABINA","29","MERCEDES BENZ","34","L1518/48","1","Privado","Jurídica","SASTRE","SANTA FE","No aplica","2007","No aplica",67,"82",""
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-30","2015-11-06",21032,"ROSARIO Nº 05","Santa Fe","Nacional","2015","26","CHASIS CON CABINA","67","IVECO","67","260E25","1","Privado","Jurídica","ROSARIO","SANTA FE","No aplica","2012","No aplica",100,"82",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-30","2010-11-04",8021,"CONCORDIA Nº 2","Entre Ríos","Importado","2010","26","DESCAPOTABLE","104","PEUGEOT","577","207 CC 150CV","1","Privado","Física","CONCORDIA","ENTRE RIOS","Masculino","1972","ARGENTINA",100,"30","ARG"
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-13","1986-02-19",21041,"VILLA OCAMPO","Santa Fe","Nacional","1986","26","CHASIS C/CABINA","29","MERCEDES BENZ","34","L-1518/42FV","1","Privado","Física","TACUARENDÍ","SANTA FE","Masculino","1979","ARGENTINA",100,"82","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-01","1988-11-28",9006,"FORMOSA Nº 4","Formosa","Nacional","1987","26","CHASIS C/CABINA","19","FORD","28","F-400 D","1","Privado","Física","FORMOSA CAPITAL","FORMOSA","Masculino","1983","ARGENTINA",100,"34","ARG"
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-20","2010-07-15",4012,"DEAN FUNES","Córdoba","Importado","2008","26","DESCAPOTABLE","092","MERCEDES BENZ","858","SLK 350","1","Privado","Física","DEAN FUNES","CORDOBA","Masculino","1991","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-06","1978-05-17",4065,"PORTEÑA","Córdoba","Nacional","1978","26","CHASIS C/CABINA","29","MERCEDES BENZ","08","L 1114/48","1","Privado","Física","PORTEÑA","CORDOBA","Masculino","1966","ARGENTINA",50,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-31","2011-08-19",1041,"BENITO JUAREZ","Buenos Aires","Nacional","2011","26","CHASIS C/CABINA","67","IVECO","20","170E22","1","Privado","Jurídica","BENITO JUAREZ","BUENOS AIRES","No aplica","2006","No aplica",100,"06",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-15","2020-07-27",11009,"GENERAL PICO Nº 2","La Pampa","Nacional","2020","26","CHASIS CON CABINA","67","IVECO","EG","170E28NCM32","1","Privado","Jurídica","GENERAL PICO","LA PAMPA","No aplica","1990","No aplica",100,"42",""
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-16","1981-09-21",4021,"MARCOS JUAREZ Nº 1","Córdoba","Nacional","1981","26","CHASIS CON CABINA","29","MERCEDES BENZ","19","LO 1114/48 FA","1","Privado","Física","MARCOS JUÁREZ","CORDOBA","Femenino","1986","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-29","2016-12-16",1046,"LA PLATA Nº 04","Buenos Aires","Nacional","2016","26","CHASIS CON CABINA","67","IVECO","20","170E22","1","Privado","Física","LA PLATA","BUENOS AIRES","Masculino","1964","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-15","1973-06-28",13016,"MENDOZA Nº 10","Mendoza","Nacional","1973","26","CHASIS C/CABINA","29","MERCEDES BENZ","03","L1114/48","1","Privado","Física","DORREGO GLLEN","MENDOZA","No identificado","1982","No identificado",100,"50",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-13","1983-05-11",4059,"CORDOBA Nº 16","Córdoba","Nacional","1983","26","CHASIS C/CABINA","29","MERCEDES BENZ","19","LO 1114/48 FA","1","Privado","Física","CORDOBA","CORDOBA","Masculino","1963","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-23","1973-12-19",4020,"VICUÑA MACKENNA","Córdoba","Nacional","","26","CHASIS C/CABINA","19","FORD","17","F-250","1","Privado","Física","MALENA","CORDOBA","Masculino","1979","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-10","1973-05-22",21046,"VENADO TUERTO Nº 2","Santa Fe","Nacional","1973","26","CHASIS C/CABINA","29","MERCEDES BENZ","19","LO 1114/48","1","Privado","Física","VENADO TUERTO","SANTA FE","Masculino","1972","ARGENTINA",100,"82","ARG"
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-15","2018-05-10",6015,"RESISTENCIA Nº 5","Chaco","Nacional","2018","26","CHASIS CON CABINA","29","MERCEDES BENZ","FY","958 ATEGO 1720 48","1","Privado","Jurídica","COLONIA POPULAR","CHACO","No aplica","2005","No aplica",100,"22",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-10","1989-07-10",23001,"CONCEPCION","Tucumán","Nacional","1989","26","CHASIS C/CABINA","51","SCANIA","13","R112H 4X2C46","1","Privado","Física","MONTEROS","TUCUMAN","Femenino","1985","ARGENTINA",100,"90","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-23","2020-08-03",1004,"AVELLANEDA Nº 1","Buenos Aires","Importado","2018","26","DESCAPOTABLE","018","BMW","503","220 I","1","Privado","Jurídica","WILDE","BUENOS AIRES","No aplica","","No aplica",100,"06",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-02","1973-06-12",4020,"VICUÑA MACKENNA","Córdoba","Nacional","1973","26","CHASIS C/CABINA","19","FORD","12","F350","1","Privado","Física","CORONEL MOLDES","CORDOBA","Masculino","1968","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-29","2016-04-15",6011,"RESISTENCIA Nº 3","Chaco","Nacional","2016","26","CHASIS CON CABINA","67","IVECO","20","170E22","1","Privado","Jurídica","RESISTENCIA","CHACO","No aplica","2014","No aplica",100,"22",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-29","2016-04-12",6011,"RESISTENCIA Nº 3","Chaco","Nacional","2016","26","CHASIS CON CABINA","67","IVECO","20","170E22","1","Privado","Jurídica","RESISTENCIA","CHACO","No aplica","2014","No aplica",100,"22",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-10","1976-10-28",23002,"TUCUMAN Nº 1","Tucumán","Nacional","1976","26","CHASIS C/CABINA","29","MERCEDES BENZ","08","L 1114/42 1976","1","Privado","Física","BDA RIO SALI-CRUZ ALTA","TUCUMAN","Masculino","1988","ARGENTINA",100,"90","ARG"
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-28","1979-08-22",13027,"SAN RAFAEL Nº 4","Mendoza","Nacional","1979","26","CHASIS C/CABINA","51","SCANIA","03","L111 54 D11","1","Privado","Física","SAN RAFAEL","MENDOZA","Masculino","1954","ARGENTINA",100,"50","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-17","2017-03-16",4020,"VICUÑA MACKENNA","Córdoba","Nacional","2017","26","CHASIS CON CABINA","67","IVECO","CD","240E28 MLC","1","Privado","Jurídica","MONTE DE LOS GAUCHOS","CORDOBA","No aplica","2008","No aplica",100,"14",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-01","2014-08-15",6011,"RESISTENCIA Nº 3","Chaco","Nacional","2014","26","CHASIS CON CABINA","67","IVECO","33","170E22 RSU","1","Privado","Jurídica","RESISTENCIA","CHACO","No aplica","2014","No aplica",100,"22",""
