"tramite_tipo","tramite_fecha","fecha_inscripcion_inicial","registro_seccional_codigo","registro_seccional_descripcion","registro_seccional_provincia","automotor_origen","automotor_anio_modelo","automotor_tipo_codigo","automotor_tipo_descripcion","automotor_marca_codigo","automotor_marca_descripcion","automotor_modelo_codigo","automotor_modelo_descripcion","automotor_uso_codigo","automotor_uso_descripcion","titular_tipo_persona","titular_domicilio_localidad","titular_domicilio_provincia","titular_genero","titular_anio_nacimiento","titular_pais_nacimiento","titular_porcentaje_titularidad","titular_domicilio_provincia_id","titular_pais_nacimiento_id"
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-28","2008-05-21",21048,"SAN LORENZO Nº 2","Santa Fe","Nacional","2008","30","ACOPLADO","04","HELVETICA","01","AC 3E","1","Privado","Física","CAPITAN BERMUDEZ","SANTA FE","No identificado","1956","No identificado",100,"82",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-06","2007-05-14",6004,"MACHAGAI","Chaco","Nacional","2007","30","ACOPLADO","99","CORMETAL","AC","AC-3-9400-CH90G","1","Privado","Física","MAKALLE","CHACO","Masculino","1974","ARGENTINA",100,"22","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-09","2013-08-15",1029,"ESTEBAN ECHEVERRIA Nº 1","Buenos Aires","Protocolo 21","2013","30","FURGONETA","044","FIAT","591","FIORINO FIRE 1242 MPI 8V","1","Privado","Física","LUIS GUILLON","BUENOS AIRES","Femenino","1977","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-22","1999-03-17",21046,"VENADO TUERTO Nº 2","Santa Fe","Importado","1999","30","FURGONETA","104","PEUGEOT","259","PARTNER","1","Privado","Física","VENADO TUERTO","SANTA FE","Masculino","1973","ARGENTINA",100,"82","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-02","2022-04-28",4026,"RIO CUARTO Nº 1","Córdoba","Nacional","2022","30","ACOPLADO","FU","OIL TRAILERS","30","VIAL 840","1","Privado","Jurídica","RIO CUARTO","CORDOBA","No aplica","2014","No aplica",100,"14",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-02","2022-04-28",4026,"RIO CUARTO Nº 1","Córdoba","Nacional","2022","30","ACOPLADO","FU","OIL TRAILERS","30","VIAL 840","1","Privado","Jurídica","RIO CUARTO","CORDOBA","No aplica","2014","No aplica",100,"14",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-06","2006-07-26",4027,"RIO SEGUNDO Nº 1","Córdoba","Nacional","2006","30","ACOPLADO","CU","CRESCENTE","02","221-CU-603","1","Privado","Física","MANFREDI","CORDOBA","Masculino","1976","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-02","2022-04-28",4026,"RIO CUARTO Nº 1","Córdoba","Nacional","2022","30","ACOPLADO","FU","OIL TRAILERS","30","VIAL 840","1","Privado","Jurídica","RIO CUARTO","CORDOBA","No aplica","2014","No aplica",100,"14",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-03","2017-12-22",1142,"BAHIA BLANCA Nº 3","Buenos Aires","Protocolo 21","2017","30","FURGONETA","044","FIAT","810","NUEVO FIORINO 1.4 8V","1","Privado","Jurídica","BAHIA BLANCA","BUENOS AIRES","No aplica","2015","No aplica",100,"06",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-10","2018-09-27",21046,"VENADO TUERTO Nº 2","Santa Fe","Protocolo 21","2018","30","FURGONETA","044","FIAT","810","NUEVO FIORINO 1.4 8V","1","Privado","Física","VENADO TUERTO","SANTA FE","No identificado","1972","ARGENTINA",100,"82","ARG"
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-06","2015-10-28",1031,"GENERAL ALVEAR","Buenos Aires","Nacional","2015","30","ACOPLADO","35","F.H.","24","A.V.P.411","1","Privado","Física","GENERAL ALVEAR","BUENOS AIRES","Masculino","1965","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-20","2012-05-18",7010,"TRELEW Nº 2","Chubut","Importado","2012","30","FURGONETA","044","FIAT","759","FIORINO QUBO 1.4 8V DYNAMIC","1","Privado","Física","TRELEW","CHUBUT","Masculino","1971","ARGENTINA",100,"26","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-17","2001-03-09",4003,"BELL VILLE Nº 1","Córdoba","Nacional","2001","30","ACOPLADO","CU","CRESCENTE","08","A.B.V. 25 TT 3  E","1","Privado","Física","ALTO ALEGRE","CORDOBA","Masculino","1963","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-14","2012-05-30",8009,"LA PAZ","Entre Ríos","Protocolo 21","2012","30","FURGONETA","044","FIAT","591","FIORINO FIRE 1242 MPI 8V","1","Privado","Física","SANTA ELENA","ENTRE RIOS","Masculino","1970","ARGENTINA",100,"30","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-03","2017-12-22",1142,"BAHIA BLANCA Nº 3","Buenos Aires","Protocolo 21","2017","30","FURGONETA","044","FIAT","810","NUEVO FIORINO 1.4 8V","1","Privado","Jurídica","BAHIA BLANCA","BUENOS AIRES","No aplica","2015","No aplica",100,"06",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-03","2016-04-14",4087,"RIO CUARTO Nº 5","Córdoba","Protocolo 21","2016","30","FURGONETA","044","FIAT","810","NUEVO FIORINO 1.4 8V","1","Privado","Física","ACHIRAS","CORDOBA","Masculino","1975","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-03","2007-09-21",4007,"CORDOBA Nº 03","Córdoba","Protocolo 21","2007","30","FURGONETA","044","FIAT","591","FIORINO FIRE 1242 MPI 8V","1","Privado","Jurídica","CORDOBA","CORDOBA","No aplica","1971","No aplica",100,"14",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-20","2011-03-16",4003,"BELL VILLE Nº 1","Córdoba","Protocolo 21","2011","30","FURGONETA","044","FIAT","591","FIORINO FIRE 1242 MPI 8V","1","Privado","Física","BELL VILLE","CORDOBA","Femenino","1946","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-20","2011-10-20",1247,"GENERAL RODRIGUEZ Nº 2","Buenos Aires","Protocolo 21","2011","30","FURGONETA","044","FIAT","591","FIORINO FIRE 1242 MPI 8V","1","Privado","Física","GENERAL RODRIGUEZ","BUENOS AIRES","No identificado","1960","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-20","2015-10-20",1222,"BAHIA BLANCA Nº 6","Buenos Aires","Importado","2015","30","FURGONETA","104","PEUGEOT","718","EXPERT 2.0 HDI CONFORT","1","Privado","Jurídica","BAHIA BLANCA","BUENOS AIRES","No aplica","2010","No aplica",100,"06",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-17","2011-03-16",4003,"BELL VILLE Nº 1","Córdoba","Protocolo 21","2011","30","FURGONETA","044","FIAT","591","FIORINO FIRE 1242 MPI 8V","1","Privado","Física","BELL VILLE","CORDOBA","Femenino","1946","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-03","2017-12-22",1142,"BAHIA BLANCA Nº 3","Buenos Aires","Protocolo 21","2017","30","FURGONETA","044","FIAT","810","NUEVO FIORINO 1.4 8V","1","Privado","Jurídica","BAHIA BLANCA","BUENOS AIRES","No aplica","2015","No aplica",100,"06",""
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-23","2017-05-22",8003,"CONCEPCION DEL URUGUAY Nº 1","Entre Ríos","Protocolo 21","2017","30","FURGONETA","044","FIAT","810","NUEVO FIORINO 1.4 8V","1","Privado","Física","CONCEPCION DEL URUGUAY","ENTRE RIOS","Masculino","1981","ARGENTINA",100,"30","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-01","2015-09-21",7008,"PUERTO MADRYN Nº 2","Chubut","Nacional","2015","30","ACOPLADO","08","MALDONADO","29","ACOPLADO 3 EJES","1","Privado","Física","GAN GAN","CHUBUT","Masculino","1969","ARGENTINA",100,"26","ARG"
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-28","2017-05-22",8003,"CONCEPCION DEL URUGUAY Nº 1","Entre Ríos","Protocolo 21","2017","30","FURGONETA","044","FIAT","810","NUEVO FIORINO 1.4 8V","1","Privado","Física","CONCEPCION DEL URUGUAY","ENTRE RIOS","Masculino","1981","ARGENTINA",100,"30","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-09","2016-07-29",5006,"PASO DE LOS LIBRES","Corrientes","Protocolo 21","2016","30","FURGONETA","044","FIAT","810","NUEVO FIORINO 1.4 8V","1","Privado","Jurídica","PASO DE LOS LIBRES","CORRIENTES","No aplica","2016","No aplica",100,"18",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-22","2001-07-02",5002,"CORRIENTES Nº 1","Corrientes","Importado","2001","30","FURGONETA","104","PEUGEOT","382","EXPERT ST 1.9D","1","Privado","Jurídica","CORRIENTES","CORRIENTES","No aplica","2001","No aplica",100,"18",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-06","1998-06-05",5004,"GOYA","Corrientes","Importado","1998","30","FURGONETA","104","PEUGEOT","259","PARTNER","1","Privado","Física","GOYA","CORRIENTES","Masculino","1983","ARGENTINA",100,"18","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-03","2017-12-22",1142,"BAHIA BLANCA Nº 3","Buenos Aires","Protocolo 21","2017","30","FURGONETA","044","FIAT","810","NUEVO FIORINO 1.4 8V","1","Privado","Jurídica","BAHIA BLANCA","BUENOS AIRES","No aplica","2015","No aplica",100,"06",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-31","2001-08-09",4078,"CORDOBA Nº 24","Córdoba","Protocolo 21","2001","30","FURGONETA","044","FIAT","013","FIORINO 1.7 DIESEL","1","Privado","Física","CORDOBA","CORDOBA","Femenino","1973","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-20","2015-10-20",1222,"BAHIA BLANCA Nº 6","Buenos Aires","Importado","2015","30","FURGONETA","104","PEUGEOT","718","EXPERT 2.0 HDI CONFORT","1","Privado","Jurídica","BAHIA BLANCA","BUENOS AIRES","No aplica","2010","No aplica",100,"06",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-23","2012-09-07",7012,"COMODORO RIVADAVIA Nº 5","Chubut","Protocolo 21","2012","30","FURGONETA","044","FIAT","591","FIORINO FIRE 1242 MPI 8V","1","Privado","Física","COMODORO RIVADAVIA","CHUBUT","Femenino","1987","ARGENTINA",100,"26","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-07","2013-04-29",2005,"CAPITAL FEDERAL Nº 005","Ciudad Autónoma de Bs.As.","Nacional","2013","30","ACOPLADO","EJ","NAVARRO HNOS.","09","MRA-CA093/13","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1969","ARGENTINA",100,"02","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-14","2018-01-08",14003,"OBERA Nº 1","Misiones","Protocolo 21","2018","30","FURGONETA","044","FIAT","810","NUEVO FIORINO 1.4 8V","1","Privado","Jurídica","OBERA","MISIONES","No aplica","1979","No aplica",100,"54",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-30","2020-07-08",14013,"POSADAS Nº 4","Misiones","Protocolo 21","2020","30","FURGONETA","044","FIAT","810","NUEVO FIORINO 1.4 8V","1","Privado","Jurídica","POSADAS","MISIONES","No aplica","2008","No aplica",100,"54",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-09","2018-06-07",8004,"CONCORDIA Nº 1","Entre Ríos","Nacional","2018","30","ACOPLADO","90","LAMBERT","08","A3BV","1","Privado","Física","CONCORDIA","ENTRE RIOS","Masculino","1977","ARGENTINA",100,"30","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-09","2010-02-04",8011,"PARANA Nº 1","Entre Ríos","Protocolo 21","2010","30","FURGONETA","044","FIAT","591","FIORINO FIRE 1242 MPI 8V","1","Privado","Jurídica","PARANA","ENTRE RIOS","No aplica","1905","No aplica",100,"30",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-20","1999-11-10",8006,"DIAMANTE","Entre Ríos","Nacional","1999","30","ACOPLADO","90","LAMBERT","51","CHDT 3E/F3BVA 9,30","1","Privado","Física","GENERAL RAMIREZ","ENTRE RIOS","Masculino","1988","ARGENTINA",100,"30","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-22","2000-03-31",4045,"CORDOBA Nº 12","Córdoba","Importado","2000","30","FURGONETA","104","PEUGEOT","382","EXPERT ST 1.9D","1","Privado","Física","CAPITAL","CORDOBA","Masculino","1989","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-30","2020-07-08",14013,"POSADAS Nº 4","Misiones","Protocolo 21","2020","30","FURGONETA","044","FIAT","810","NUEVO FIORINO 1.4 8V","1","Privado","Jurídica","POSADAS","MISIONES","No aplica","2008","No aplica",100,"54",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-15","2014-10-23",8004,"CONCORDIA Nº 1","Entre Ríos","Protocolo 21","2014","30","FURGONETA","044","FIAT","810","NUEVO FIORINO 1.4 8V","1","Privado","Física","CONCORDIA","ENTRE RIOS","Masculino","1983","ARGENTINA",100,"30","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-31","1999-02-08",4005,"CORDOBA Nº 01","Córdoba","Protocolo 21","1999","30","FURGONETA","044","FIAT","013","FIORINO 1.7 DIESEL","1","Privado","Jurídica","CORDOBA","CORDOBA","No aplica","2004","No aplica",100,"14",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-21","2014-03-05",4044,"CORDOBA Nº 11","Córdoba","Importado","2014","30","FURGONETA","044","FIAT","789","DOBLO CARGO 1.4 16V ACTIVE","1","Privado","Física","CORDOBA","CORDOBA","Masculino","1981","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-15","2006-03-31",14016,"ARISTOBULO DEL VALLE","Misiones","Nacional","2006","30","ACOPLADO","45","TAHNOS","17","CHBL 3E CTP 9,2","1","Privado","Física","COLONIA AURORA","MISIONES","No identificado","1993","ARGENTINA",100,"54","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-17","2011-03-16",4003,"BELL VILLE Nº 1","Córdoba","Protocolo 21","2011","30","FURGONETA","044","FIAT","591","FIORINO FIRE 1242 MPI 8V","1","Privado","Física","BELL VILLE","CORDOBA","Femenino","1946","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-17","2011-03-16",4003,"BELL VILLE Nº 1","Córdoba","Protocolo 21","2011","30","FURGONETA","044","FIAT","591","FIORINO FIRE 1242 MPI 8V","1","Privado","Física","BELL VILLE","CORDOBA","Femenino","1946","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-28","2017-11-16",4046,"VILLA ALLENDE Nº 1","Córdoba","Protocolo 21","2017","30","FURGONETA","044","FIAT","810","NUEVO FIORINO 1.4 8V","1","Privado","Física","VILLA ALLENDE","CORDOBA","Femenino","1987","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-17","2011-03-16",4003,"BELL VILLE Nº 1","Córdoba","Protocolo 21","2011","30","FURGONETA","044","FIAT","591","FIORINO FIRE 1242 MPI 8V","1","Privado","Física","BELL VILLE","CORDOBA","Femenino","1946","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-01","2015-09-21",7008,"PUERTO MADRYN Nº 2","Chubut","Nacional","2015","30","ACOPLADO","08","MALDONADO","29","ACOPLADO 3 EJES","1","Privado","Física","GAN GAN","CHUBUT","Masculino","1969","ARGENTINA",100,"26","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-22","2011-03-16",4003,"BELL VILLE Nº 1","Córdoba","Protocolo 21","2011","30","FURGONETA","044","FIAT","591","FIORINO FIRE 1242 MPI 8V","1","Privado","Física","BELL VILLE","CORDOBA","Femenino","1946","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-22","2005-12-20",1170,"NECOCHEA Nº 2","Buenos Aires","Nacional","2005","30","ACOPLADO","CU","CRESCENTE","05","221-CU803","1","Privado","Jurídica","QUEQUEN","BUENOS AIRES","No aplica","2018","No aplica",100,"06",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-07","2013-04-29",2005,"CAPITAL FEDERAL Nº 005","Ciudad Autónoma de Bs.As.","Nacional","2013","30","ACOPLADO","EJ","NAVARRO HNOS.","09","MRA-CA093/13","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1969","ARGENTINA",100,"02","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-30","2011-12-14",5017,"ITUZAINGO Nº 2","Corrientes","Nacional","2011","29","TRACTOR DE CARRETERA","67","IVECO","79","450E33T","1","Privado","Física","COLONIA LIEBIG","CORRIENTES","Femenino","1991","ARGENTINA",100,"18","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-07","2008-03-03",5017,"ITUZAINGO Nº 2","Corrientes","Nacional","2008","29","TRACTOR DE CARRETERA","67","IVECO","61","490S42T","1","Privado","Física","SAN CARLOS","CORRIENTES","Masculino","1982","ARGENTINA",100,"18","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-02","2007-10-19",21027,"VENADO TUERTO Nº 1","Santa Fe","Nacional","2007","29","TRACTOR DE CARRETERA","67","IVECO","52","450E32T","1","Privado","Física","VENADO TUERTO","SANTA FE","No identificado","1944","ARGENTINA",100,"82","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-22","2014-11-10",21007,"ESPERANZA Nº 1","Santa Fe","Nacional","2014","29","TRACTOR DE CARRETERA","67","IVECO","79","450E33T","1","Privado","Jurídica","ESPERANZA","SANTA FE","No aplica","2007","No aplica",100,"82",""
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-20","2008-04-22",4057,"VILLA MARIA Nº 3","Córdoba","Nacional","2008","29","TRACTOR DE CARRETERA","67","IVECO","39","450S38T","1","Privado","Física","SAN JOSE DE METAN","CORDOBA","No identificado","1973","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-01","1997-02-03",1089,"SAN MARTIN Nº 2","Buenos Aires","Nacional","1997","29","TRACTOR DE CARRETERA","29","MERCEDES BENZ","56","BM388 VERSION 1938","1","Privado","Física","VILLA BALLESTER -SAN MARTIN","BUENOS AIRES","No identificado","1956","No identificado",100,"06",""
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-28","2011-04-13",1029,"ESTEBAN ECHEVERRIA Nº 1","Buenos Aires","Nacional","2011","29","TRACTOR DE CARRETERA","67","IVECO","71","170E25T","1","Privado","Física","LUIS GUILLON","BUENOS AIRES","Masculino","1963","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-06","2013-07-24",1080,"ROJAS","Buenos Aires","Nacional","2013","29","TRACTOR DE CARRETERA","67","IVECO","79","450E33T","1","Privado","Jurídica","CARABELAS","BUENOS AIRES","No aplica","2014","No aplica",100,"06",""
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-31","2011-06-24",21060,"VENADO TUERTO Nº 3","Santa Fe","Nacional","2011","29","TRACTOR DE CARRETERA","67","IVECO","22","170E22T","1","Privado","Jurídica","VENADO TUERTO","SANTA FE","No aplica","1985","No aplica",100,"82",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-28","2008-01-22",1068,"OLAVARRIA Nº 1","Buenos Aires","Nacional","2008","29","TRACTOR DE CARRETERA","67","IVECO","52","450E32T","1","Privado","Jurídica","LOMA NEGRA -OLAVARRIA","BUENOS AIRES","No aplica","1981","No aplica",100,"06",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-15","2015-10-27",1068,"OLAVARRIA Nº 1","Buenos Aires","Nacional","2015","29","TRACTOR DE CARRETERA","67","IVECO","71","170E25T","1","Privado","Física","OLAVARRIA","BUENOS AIRES","Masculino","1979","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-10","2016-11-03",1042,"JUNIN Nº 1","Buenos Aires","Nacional","2016","29","TRACTOR DE CARRETERA","67","IVECO","22","170E22T","1","Privado","Física","JUNIN","BUENOS AIRES","Masculino","1968","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-16","2010-10-01",6011,"RESISTENCIA Nº 3","Chaco","Nacional","2010","29","TRACTOR DE CARRETERA","67","IVECO","58","490S38T","1","Privado","Jurídica","COLONIA POPULAR","CHACO","No aplica","2006","No aplica",100,"22",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-06","2013-03-11",8008,"GUALEGUAYCHU Nº 1","Entre Ríos","Nacional","2013","29","TRACTOR DE CARRETERA","67","IVECO","22","170E22T","1","Privado","Física","GUALEGUAYCHU","ENTRE RIOS","No identificado","1955","ARGENTINA",100,"30","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-14","2014-09-15",1278,"ZARATE Nº 3","Buenos Aires","Nacional","2014","29","TRACTOR DE CARRETERA","67","IVECO","79","450E33T","1","Privado","Física","ZARATE","BUENOS AIRES","Masculino","1942","ARGENTINA",34,"06","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-22","2014-05-12",14012,"SAN VICENTE","Misiones","Nacional","2014","29","TRACTOR DE CARRETERA","67","IVECO","84","490S46T","1","Privado","Física","SAN VICENTE","MISIONES","Masculino","1961","ARGENTINA",100,"54","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-15","2010-10-07",14011,"PUERTO IGUAZU","Misiones","Nacional","2010","29","TRACTOR DE CARRETERA","67","IVECO","52","450E32T","1","Privado","Física","BERNARDO DE IRIGOYEN","MISIONES","No identificado","1990","ARGENTINA",100,"54","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-14","2008-04-08",14003,"OBERA Nº 1","Misiones","Nacional","2008","29","TRACTOR DE CARRETERA","67","IVECO","61","490S42T","1","Privado","Física","OBERÁ","MISIONES","Masculino","1981","ARGENTINA",50,"54","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-28","1971-10-18",1277,"VILLA GESELL","Buenos Aires","Nacional","1958","29","JEEP","27","IKA","06","1958","1","Privado","Física","VILLA GESELL","BUENOS AIRES","No identificado","1963","PARAGUAY",100,"06","PRY"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-17","2011-02-18",14016,"ARISTOBULO DEL VALLE","Misiones","Nacional","2011","29","TRACTOR DE CARRETERA","67","IVECO","22","170E22T","1","Privado","Jurídica","CAMPO GRANDE","MISIONES","No aplica","2012","No aplica",100,"54",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-14","2011-06-28",1288,"MORENO Nº 5","Buenos Aires","Nacional","2011","29","TRACTOR DE CARRETERA","67","IVECO","79","450E33T","1","Privado","Física","PASO DEL REY","BUENOS AIRES","Femenino","1978","ARGENTINA",100,"06","ARG"
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-30","2005-05-12",4054,"MARCOS JUAREZ Nº 2","Córdoba","Protocolo 21","2005","28","TRACTOR DE CARRETERA","047","FORD","410","CARGO 1730","1","Privado","Física","MARCOS JUAREZ","CORDOBA","Masculino","1954","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-28","2010-05-26",4052,"JUSTINIANO POSSE","Córdoba","Protocolo 21","2010","28","TRACTOR DE CARRETERA","120","SCANIA","313","G340 A4X2/2010","1","Privado","Física","MONTE MAIZ","CORDOBA","Masculino","1966","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-02","2008-05-23",8020,"PARANA Nº 2","Entre Ríos","Protocolo 21","2008","28","TRACTOR DE CARRETERA","092","MERCEDES BENZ","892","AXOR 1933 S","1","Privado","Física","PARANA","ENTRE RIOS","No identificado","1977","ARGENTINA",100,"30","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-22","2004-05-12",8021,"CONCORDIA Nº 2","Entre Ríos","Protocolo 21","2004","28","TRACTOR DE CARRETERA","047","FORD","410","CARGO 1730 / 2004","1","Privado","Física","CONCORDIA","ENTRE RIOS","Femenino","1981","ARGENTINA",100,"30","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-01","2007-09-10",5017,"ITUZAINGO Nº 2","Corrientes","Protocolo 21","2007","28","TRACTOR DE CARRETERA","092","MERCEDES BENZ","892","AXOR 1933 S","1","Privado","Física","SAN CARLOS","CORRIENTES","No identificado","1970","ARGENTINA",100,"18","ARG"
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-16","2005-11-03",5010,"MONTE CASEROS","Corrientes","Protocolo 21","2005","28","TRACTOR DE CARRETERA","092","MERCEDES BENZ","759","LS-1634","1","Privado","Física","MOCORETA-MONTE CASERO","CORRIENTES","Masculino","1968","ARGENTINA",100,"18","ARG"
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-31","2005-05-26",21006,"CHAÑÁR LADEADO","Santa Fe","Protocolo 21","2005","28","TRACTOR DE CARRETERA","136","VOLKSWAGEN","249","17220","1","Privado","Física","GODEKEN","SANTA FE","Masculino","1949","ARGENTINA",100,"82","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-28","2008-10-02",19002,"QUINES","San Luis","Protocolo 21","2008","28","TRACTOR DE CARRETERA","092","MERCEDES BENZ","759","LS-1634","1","Privado","Jurídica","QUINES","SAN LUIS","No aplica","2007","No aplica",100,"74",""
"MEDIDAS JUDICIALES - ANOTACION","2023-03-06","2008-02-21",11002,"GENERAL PICO Nº 1","La Pampa","Protocolo 21","2008","28","TRACTOR DE CARRETERA","092","MERCEDES BENZ","759","LS-1634","1","Privado","Física","GENERAL PICO","LA PAMPA","Masculino","1977","ARGENTINA",100,"42","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-23","2003-11-21",18003,"SAN JUAN Nº 3","San Juan","Protocolo 21","2003","28","TRACTOR DE CARRETERA","047","FORD","410","CARGO 1730","1","Privado","Física","CAPITAL","SAN JUAN","No identificado","1975","ARGENTINA",100,"70","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-02","2004-01-15",4058,"EMBALSE","Córdoba","Protocolo 21","2004","28","TRACTOR DE CARRETERA","047","FORD","410","CARGO 1730","1","Privado","Física","BERROTARAN","CORDOBA","Masculino","1942","ARGENTINA",100,"14","ARG"
"MEDIDAS JUDICIALES - LEVANTAMIENTO","2023-03-14","2008-01-10",20001,"CALETA OLIVIA Nº 1","Santa Cruz","Protocolo 21","2008","28","TRACTOR DE CARRETERA","092","MERCEDES BENZ","892","AXOR 1933 S","1","Privado","Física","CALETA OLIVIA","SANTA CRUZ","Masculino","1966","ARGENTINA",100,"78","ARG"
"MEDIDAS JUDICIALES - ANOTACION","2023-03-22","2006-02-02",21048,"SAN LORENZO Nº 2","Santa Fe","Protocolo 21","2006","28","TRACTOR DE CARRETERA","112","RENAULT","537","MIDLUM 300 DCI","1","Privado","Jurídica","PTO. GRAL. SAN MARTIN","SANTA FE","No aplica","2012","No aplica",100,"82",""
